abaddho,baddho
ajjhattadukkhasuttaṃ,ajjhatta+dukkha+suttaṃ
ajjhattameva,ajjhattam+eva
ajjhattamevujjalayāmi,ajjhattam+eva+ujjalayāmi
ajjhattanandikkhayasuttaṃ,ajjhatta+nandi+khaya+suttaṃ
ajjhattapaccuppannayadaniccasuttaṃ,ajjhatta+paccuppanna+yad+anicca+suttaṃ
ajjhattapañcakaṃ,ajjhatta+pañcakaṃ
ajjhattarato,ajjhatta+rato
ajjhattasaṃyojanañca,ajjhatta+saṃyojanañ+ca
ajjhattasaṃyojano,ajjhatta+saṃyojano
ajjhattasuttaṃ,ajjhatta+suttaṃ
ajjhattañca,ajjhattañ+ca
ajjhattaññeva,ajjhattaññ+eva
ajjhattaṃyeva,ajjhattaṃ+yeva
ajjhattikabāhiresu,ajjhattika+bāhiresu
ajjhattikabāhirāni,ajjhattika+bāhirāni
ajjhattikañceva,ajjhattikañ+ce+eva
ajjhattikaṅgasuttaṃ,ajjhattika+aṅga+suttaṃ
ajjhattikāyatanaparijānanasuttaṃ,ajjhattika+āyatana+parijānana+suttaṃ
ajjhattikāyatanasuttaṃ,ajjhattika+āyatana+suttaṃ
ajjhattāyatanaanattasuttaṃ,ajjhatta+āyatana+anatta+suttaṃ
ajjhattāyatanaaniccasuttaṃ,ajjhatta+āyatana+anicca+suttaṃ
ajjhattāyatanadukkhasuttaṃ,ajjhatta+āyatana+dukkha+suttaṃ
ajjhiṭṭhapañhā,ajjhiṭṭha+pañhā
ajjhogāḷhappatto,ajjhogāḷha+patto
ajjhokāsagato,ajjhokāsa+gato
ajjhāpannapubbo,ajjhāpanna+pubbo
ajjāpi,ajja+pi
ajānaññeva,ajānaññ+eva
ajātasattukumāro,ajātasattu+kumāro
ajātasattuupāsakattapaṭivedanā,ajātasattu+upāsakatta+paṭivedanā
akacchoti,akaccho+ti
akammakāmā,akamma+kāmā
akammaniyavaggo,akammaniya+vaggo
akammāsakārī,akammāsa+kārī
akampitthāti,akampitthā+ti
akaniṭṭhagāmino,akaniṭṭha+gāmino
akaniṭṭhagāmī,akaniṭṭha+gāmī
akappiyasaññī,akappiya+saññī
akaramheva,akaramha+eva
akaramhāti,akaramhā+ti
akaraṇīyanti,akaraṇīyan+ti
akarontañhi,akarontañ+hi
akasiralābhino,akasira+lābhino
akasiralābhiṃ,akasira+lābhiṃ
akasiralābhī,akasira+lābhī
akasiralābhīti,akasira+lābhī+ti
akasireneva,akasirena+eva
akatabhīruttāṇo,akata+bhīru+tāṇo
akatabhīruttāṇā,akata+bhīru+tāṇā
akatabhīruttāṇānaṃ,akata+bhīru+tāṇānaṃ
akatahattho,akata+hattho
akatakalyāṇā,akata+kalyāṇā
akatakalyāṇānaṃ,akata+kalyāṇānaṃ
akatakammehipi,akata+kammehi+pi
akatakibbisānaṃ,akata+kibbisānaṃ
akatakusalo,akata+kusalo
akatakusalā,akata+kusalā
akatakusalānaṃ,akata+kusalānaṃ
akataluddānaṃ,akata+luddānaṃ
akatapubbaṃ,akata+pubbaṃ
akatapuññena,akata+puññena
akatapāpānaṃ,akata+pāpānaṃ
akatapātarāso,akata+pātarāso
akataveditaṃ,akata+veditaṃ
akatayoggo,akata+yoggo
akatañca,akatañ+ca
akatañceva,akatañ+ca+eva
akataññutāsuttaṃ,akataññutā+suttaṃ
akaṇhaasukkavipākaṃ,akaṇha+asukka+vipākaṃ
akaṇhaasukkaṃ,akaṇha+asukkaṃ
akaṇikanti,akaṇikan+ti
akaṇṭakanikkaṇṭakā,akaṇṭaka+nikkaṇṭakā
akaṭavidhā,akaṭa+vidhā
akaṭṭhapākasālipātubhāvo,akaṭṭha+pāka+sāli+pātubhāvo
akaṭṭhapākaṃ,akaṭṭha+pākaṃ
akaṭṭhapāko,akaṭṭha+pāko
akevalaṃyeva,akevalaṃ+yeva
akhaṇḍakārī,akhaṇḍa+kārī
akhilamanimittamakaṇṭakaṃ,akhilam+animittam+akaṇṭakaṃ
akhāditapubbāni,akhādita+pubbāni
akhārikampi,akhārikam+pi
akhārikehipi,akhārikehi+pi
akicchalābhino,akiccha+lābhino
akicchalābhiṃ,akiccha+lābhiṃ
akicchalābhī,akiccha+lābhī
akilantacittā,akilanta+cittā
akilantakāyā,akilanta+kāyā
akilantarūpo,akilanta+rūpo
akiriyavādaṃ,akiriya+vādaṃ
akiriyavādo,akiriya+vādo
akiriyavādā,akiriya+vādā
akiriyavādī,akiriya+vādī
akittisañjananī,akitti+sañjananī
akkhadhuttakaupamā,akkha+dhuttaka+upamā
akkhadhuttassa,akkha+dhuttassa
akkhadhuttaṃ,akkha+dhuttaṃ
akkhadhutte,akkha+dhutte
akkhadhuttehī,akkha+dhuttehī
akkhadhutto,akkha+dhutto
akkhadhuttā,akkha+dhuttā
akkhamasuttaṃ,akkhama+suttaṃ
akkhaṇasuttaṃ,akkhaṇa+suttaṃ
akkhaṇavedhī,akkhaṇa+vedhī
akkheyyasaññino,akkheyya+saññino
akkheyyañca,akkheyyañ+ca
akkhikahārako,akkhika+hārako
akkhitthiyo,akkha+itthiyo
akkhāhataṃ,akkha+āhataṃ
akkhātabbānīti,akkhātabbānī+ti
akkodhanasuttaṃ,akkodhana+suttaṃ
akkodhasuttaṃ,akkodha+suttaṃ
akkodhañca,akkodhañ+ca
akkosabhaṇḍanasīlaṃ,akkosa+bhaṇḍana+sīlaṃ
akkosabhaṇḍanavihesakāriṃ,akkosa+bhaṇḍana+vihesa+kāriṃ
akkosakabhāradvājaṃ,akkosaka+bhāradvājaṃ
akkosakabhāradvājo,akkosaka+bhāradvājo
akkosakaparibhāsako,akkosaka+paribhāsako
akkosakasuttaṃ,akkosaka+suttaṃ
akkosakavaggo,akkosaka+vaggo
akkosameva,akkosam+eva
akkosasuttaṃ,akkosa+suttaṃ
akkosavaggo,akkosa+vaggo
akkuddhasantā,akkuddha+santā
akukkuccakajātaṃ,akukkuccaka+jātaṃ
akukkukajātaṃ,akukkuka+jātaṃ
akulaputto,akula+putto
akuppadhammopi,akuppa+dhammo+pi
akuppanti,akuppan+ti
akuppapañcamaṃ,akuppa+pañcamaṃ
akuppasuttaṃ,akuppa+suttaṃ
akusalabhāgiyā,akusala+bhāgiyā
akusaladhammasuttaṃ,akusala+dhamma+suttaṃ
akusaladhātuyo,akusala+dhātuyo
akusalakammapathā,akusala+kamma+pathā
akusalamūlasuttaṃ,akusala+mūla+suttaṃ
akusalamūlañca,akusala+mūlañ+ca
akusalamūlaṃ,akusala+mūlaṃ
akusalamūlāni,akusala+mūlāni
akusalanti,akusalan+ti
akusalapakkhikā,akusala+pakkhikā
akusalapakkhā,akusala+pakkhā
akusalapeyyālaṃ,akusala+peyyālaṃ
akusalarāsi,akusala+rāsi
akusalarāsisuttaṃ,akusala+rāsi+suttaṃ
akusalarāsī,akusala+rāsī
akusalarāsīti,akusala+rāsī+ti
akusalasañcetanikā,akusala+sañcetanikā
akusalasañcetanikāhetu,akusala+sañcetanikā+hetu
akusalasaññā,akusala+saññā
akusalasaṅkappā,akusala+saṅkappā
akusalasaṅkhātā,akusala+saṅkhātā
akusalasuttaṃ,akusala+suttaṃ
akusalavitakkasuttaṃ,akusala+vitakka+suttaṃ
akusalavitakkā,akusala+vitakkā
akusalañca,akusalañ+ca
akusalāpi,akusalā+pi
akutobhayaṃ,a+kuto+bhayaṃ
akutobhayā,a+kuto+bhayā
akālacārī,akāla+cārī
akālapupphehi,akāla+pupphehi
akālavādī,akāla+vādī
akālavādītipi,akāla+vādī+ti+pi
akālaññū,a+kālaññū
akālenāyasmā,akālena+āyasmā
akālodāni,akālo+dāni
akāritapubbaṃ,akārita+pubbaṃ
alabbhanīyaṭhānasuttaṃ,alabbhanīya+ṭhāna+suttaṃ
alagaddagavesī,alagadda+gavesī
alagaddapariyesanaṃ,alagadda+pariyesanaṃ
alagaddatthiko,alagadda+atthiko
alamariyasaṅkhātā,alam+ariya+saṅkhātā
alamariyañāṇadassanavisesaṃ,alam+ariya+ñāṇa+dassana+visesaṃ
alamariyañāṇadassanaviseso,alam+ariya+ñāṇa+dassana+viseso
alamariyā,alam+ariyā
alamatthadasatarehi,alam+attha+dasatarehi
alamatthadasataro,alam+attha+dasataro
alamatto,alam+atto
alamettāvatā,alam+ettāvatā
alameva,alam+eva
alamidaṃ,alam+idaṃ
alasajātikassa,alasa+jātikassa
alasvassa,alaso+assa
alattakakatā,alattaka+katā
alañca,alañ+ca
alañhi,alañ+hi
alaṃdāni,alaṃ+dāni
alaṃpateyyā,alaṃ+pateyyā
alaṃpañño,alaṃ+pañño
alaṃsuttaṃ,alaṃ+suttaṃ
alaṃsājīvo,alaṃ+sājīvo
alaṃsākaccho,alaṃ+sākaccho
alaṃvacanāya,alaṃ+vacanāya
allakesaṃ,alla+kesaṃ
allakeso,alla+keso
allakusamuṭṭhiṃ,alla+kusa+muṭṭhiṃ
allamattikāpuñje,alla+mattikā+puñje
allavatthaṃ,alla+vatthaṃ
allavattho,alla+vattho
allānipi,allāni+pi
alolajātikā,alola+jātikā
aloṇikampi,aloṇikam+pi
aloṇikehipi,aloṇikehi+pi
alābulomasāni,alābu+lomasāni
amaccaparivārito,amacca+parivārito
amacchariyañca,amacchariyañ+ca
amaccharīsuttaṃ,amaccharī+suttaṃ
amaccudheyyassa,amaccu+dheyyassa
amaccudheyyaṃ,amaccu+dheyyaṃ
amaggakusalo,a+magga+kusalo
amanasikārabahulīkāro,amanasikāra+bahulīkāro
amanoramāni,a+mano+ramāni
amanoramāpi,a+mano+ramā+pi
amanussaggāho,amanussa+gāho
amanussavaco,amanussa+vaco
amanussaṭṭhāne,amanussa+ṭhāne
amanussānadassanaṃ,amanussāna+dassanaṃ
amanussānamaddasuṃ,amanussānam+addasuṃ
amanussāpi,amanussā+pi
amanāpasampayogā,amanāpa+sampayogā
amanāpasaṅkhātaṃ,amanāpa+saṅkhātaṃ
amanāpenapi,amanāpena+pi
amaritukāmaṃ,amaritu+kāmaṃ
amaritukāme,amaritu+kāme
amaritukāmo,amaritu+kāmo
amaritukāmā,amaritu+kāmā
amarāti,amarā+ti
amarāvikkhepavādo,amarā+vikkhepa+vādo
amarāvikkhepaṃ,amarā+vikkhepaṃ
amataddaso,amata+daso
amatadvāraṃ,amata+dvāraṃ
amatadvārena,amata+dvārena
amatadvārānaṃ,amata+dvārānaṃ
amatadvārāni,amata+dvārāni
amatagāmimaggo,amata+gāmi+maggo
amatagāminaṃ,amata+gāminaṃ
amatagāminiṃ,amata+gāminiṃ
amatamadhigataṃ,amatam+adhigataṃ
amatanti,amatan+ti
amatapariyosānaṃ,amata+pariyosānaṃ
amatapariyosānā,amata+pariyosānā
amatapariyosānāni,amata+pariyosānāni
amatapariyosānānī,amata+pariyosānāni
amataparāyanaṃ,amata+parāyanaṃ
amataparāyaṇaṃ,amata+parāyaṇaṃ
amataparāyaṇāni,amata+parāyaṇāni
amatappattasuttaṃ,amata+patta+suttaṃ
amatappatto,amata+patto
amatappattoti,amata+patto+ti
amatapphalampi,amata+phalam+pi
amatapphalā,amata+phalā
amatasuttaṃ,amata+suttaṃ
amatavaggo,amata+vaggo
amatañceva,amatañ+ca+eva
amatogadhaṃ,amata+ogadhaṃ
amatogadhā,amata+ogadhā
amatogadhāni,amata+ogadhāni
amattaññū,a+mattaññū
amaṅkubhūto,amaṅku+bhūto
ambagāmo,amba+gāmo
ambalaṭṭhikarāhulovādasuttaṃ,ambalaṭṭhika+rāhula+ovāda+suttaṃ
ambapiṇḍiyā,amba+piṇḍiyā
ambapālisuttaṃ,ambapāli+suttaṃ
ambapālivaggo,ambapāli+vaggo
ambapālivanasuttaṃ,ambapāli+vana+suttaṃ
ambapālivanaṃ,ambapāli+vanaṃ
ambapālivane,ambapāli+vane
ambapālīgaṇikā,ambapālī+gaṇikā
ambaraambaravatiyo,ambara+ambaravatiyo
ambasuttaṃ,amba+suttaṃ
ambavanassa,amba+vanassa
ambavanaṃ,amba+vanaṃ
ambavane,amba+vane
ambaṭṭhamāṇavo,ambaṭṭha+māṇavo
ambaṭṭhasuttaṃ,ambaṭṭha+suttaṃ
ambaṭṭhavaṃsakathā,ambaṭṭha+vaṃsa+kathā
ambaṭṭhaṃyeva,ambaṭṭhaṃ+yeva
ambaṭṭhopi,ambaṭṭho+pi
ambilaggehipi,ambila+aggehi+pi
ambilampi,ambilam+pi
ambukasañcariravitaṃyeva,ambukasañcari+ravitaṃ+yeva
ambāṭakavanaṃ,ambāṭaka+vanaṃ
ambāṭakavane,ambāṭaka+vane
amhehete,amhehi+ete
amhehipi,amhehi+pi
amhepi,amhe+pi
amheva,amhe+eva
amhākameva,amhākam+eva
amhākampi,amhākam+pi
amhākañca,amhākañ+ca
amhākañceva,amhākañ+ca+eva
amhākañcā,amhākañ+cā
amhākaṃ,amhākaṃ
amissīkatamevassa,amissīkatam+eva+assa
amittatāpanā,amitta+tāpanā
amitteneva,amittena+eva
amittāpi,amittā+pi
ammakapaññā,ammaka+paññā
ammakasaññā,ammaka+saññā
ammatātā,amma+tātā
amosadhammaṃ,amosa+dhammaṃ
amukasmiñca,amukasmiñ+ca
amusmiñca,amusmiñ+ca
amutavāditā,amuta+vāditā
amutavādī,amuta+vādī
amāradheyyassa,amāra+dheyyassa
amūḷhapaññassa,amūḷha+paññassa
amūḷhavinayena,amūḷha+vinayena
amūḷhavinayo,amūḷha+vinayo
anabhijjhālunopi,anabhijjhāluno+pi
anabhinanditāti,anabhinanditā+ti
anabhiratasaññā,anabhirata+saññā
anabhiratasaññī,anabhirata+saññī
anabhiratisaññaṃ,anabhirati+saññaṃ
anabhiratisaññino,anabhirati+saññino
anabhiratisaññī,anabhirati+saññī
anabhiratisuttaṃ,anabhirati+suttaṃ
anabhisaṅkhaccavimuttaṃ,anabhisaṅkhacca+vimuttaṃ
anabhāvaṃkataṃ,anabhāvaṃ+kataṃ
anabhāvaṃkato,anabhāvaṃ+kato
anabhāvaṃkatā,anabhāvaṃ+katā
anabhāvaṃkatāni,anabhāvaṃ+katāni
anabhāvaṅkataṃ,anabhāvaṅ+kataṃ
anabhāvaṅkato,anabhāvaṃ+kato,anabhāvaṅ+kato
anabhāvaṅkatā,anabhāvaṅ+katā,anabhāvaṃ+katā
anabhāvaṅkatāni,anabhāvaṅ+katāni
anadhivāsakajātiko,anadhivāsaka+jātiko
anagāriyanti,anagāriya+ti
anagāriyupetassa,anagāriya+upetassa
anajjhositāti,anajjhositā+ti
anakkhātaṃyeva,anakkhātaṃ+yeva
anakkosikaparibhāsikā,an+akkosika+paribhāsikā
analasañca,analasañ+ca
analañca,analañ+ca
analaṅkaritvā,analaṅ+karitvā
anamataggasaṃyuttaṃ,anamatagga+saṃyuttaṃ
anantadassī,ananta+dassī
anantajino,ananta+jino
anantarahitāya,anantara+hitāya
anantasaññī,ananta+saññī
anantavāsuttaṃ,anantavā+suttaṃ
anantevāsikamidaṃ,anantevāsikam+idaṃ
ananuppattañca,ananuppattañ+ca
ananuruddhaappaṭiviruddhassā,ananuruddha+appaṭiviruddhassā
ananuruddhaappaṭiviruddhassāvuso,ananuruddha+appaṭiviruddhassā
ananussutakūṭañca,ananussuta+kūṭañ+ca
ananussutasuttaṃ,ananussuta+suttaṃ
ananussutavaggo,ananussuta+vaggo
ananuvijjoti,ananuvijjo+ti
anariyadhammañca,anariya+dhammañ+ca
anariyaguṇamāsajja,anariya+guṇam+āsajja
anariyamaggañca,anariya+maggañ+ca
anariyapariyesanā,anariya+pariyesanā
anariyasukhañca,anariya+sukhañ+ca
anariyasukhaṃ,anariya+sukhaṃ
anariyavohārasuttaṃ,anariya+vohāra+suttaṃ
anariyavohārā,anariya+vohārā
anassāsikanti,anassāsikan+ti
anatagāmiñca,anata+gāmiñ+ca
anatasuttaṃ,anata+suttaṃ
anatañca,anatañ+ca
anaticārīsuttaṃ,anaticārī+suttaṃ
anatimānaṃ,an+atimānaṃ
anattachandādisuttaṃ,anatta+chanda+ādi+suttaṃ
anattadhammasuttaṃ,anatta+dhamma+suttaṃ
anattadhammo,anatta+dhammo
anattakatāni,anatta+katāni
anattalakkhaṇasuttaṃ,anatta+lakkhaṇa+suttaṃ
anattamanatañca,anattamanatañ+ca
anattamanavacanaṃ,anattamana+vacanaṃ
anattamanavācaṃ,anattamana+vācaṃ
anattanibbānasappāyasuttaṃ,anatta+nibbāna+sappāya+suttaṃ
anattaniyasuttaṃ,anattaniya+suttaṃ
anattantapo,anatta+tapo
anattasambhūtaṃ,anatta+sambhūtaṃ
anattasambhūtā,anatta+sambhūtā
anattasaññaṃ,anatta+saññaṃ
anattasaññā,anatta+saññā
anattasaññī,anatta+saññī
anattasuttaṃ,anatta+suttaṃ
anatthajanano,anattha+janano
anatthakāmo,an+attha+kāmo
anatthakāmā,an+attha+kāmā
anatthampi,anattham+pi
anatthasañhitaṃ,anattha+sañhitaṃ
anatthasaṃhitaṃ,an+attha+saṃhitaṃ,anattha+saṃhitaṃ
anatthasaṃhitena,anattha+saṃhitena
anatthasaṃhito,anattha+saṃhito
anatthasaṃhitā,anattha+saṃhitā,an+attha+saṃhitā
anatthavādī,anattha+vādī
anatthavādītipi,anattha+vādī+ti+pi
anatthañca,anatthañ+ca
anattukkaṃsako,anatta+ukkaṃsako
anattāti,anattā+ti
anavajjabalaṃ,anavajja+balaṃ
anavajjasaṅkhātā,anavajja+saṅkhātā
anavajjasukhassetaṃ,anavajja+sukhassa+etaṃ
anavajjasukhaṃ,anavajja+sukhaṃ
anavajjañca,anavajjañ+ca
anavajjaṃyeva,anavajjaṃ+yeva
anavakāsatañca,anavakāsatañ+ca
anavasesadohī,anavasesa+dohī
anavassutapariyāyañca,anavassuta+pariyāyañ+ca
anavatthacārikaṃ,anavattha+cārikaṃ
anavatthitasuttaṃ,anavatthita+suttaṃ
anavayoti,anavayo+ti
anavaññappaṭilābhāya,anavañña+paṭilābhāya
anavaññattikāmo,anavaññatti+kāmo
anayabyasanaṃ,anaya+byasanaṃ
anayamāpanno,anayam+āpanno
anayamāpannā,anayam+āpannā
anaññagarahino,an+añña+garahino
anaññaposī,an+añña+posī
anaññasaraṇo,anañña+saraṇo
anaññasaraṇā,anañña+saraṇā
anaññasaraṇānaṃ,anañña+saraṇānaṃ
anaññathametaṃ,anaññatham+etaṃ
anaññātaññassāmītindriyaṃ,anaññātañ+ñassāmī+ti+indriyaṃ
anaṅgaṇasuttaṃ,anaṅgaṇa+suttaṃ
andhabhūtā,andha+bhūtā
andhakaraṇaṃ,andha+karaṇaṃ
andhakaraṇo,andha+karaṇo
andhakaraṇā,andha+karaṇā
andhakavindadvādasaṃ,andhakavinda+dvādasaṃ
andhakavindasuttaṃ,andhakavinda+suttaṃ
andhakavindavaggo,andhakavinda+vaggo
andhakārasuttaṃ,andha+kāra+suttaṃ
andhakāratimisā,andha+kāra+timisā
andhakāratimisāya,andha+kāra+timisāya
andhakāraṃ,andha+kāraṃ
andhakāre,andha+kāre
andhakārena,andha+kārena
andhakāro,andha+kāro
andhakārā,andha+kārā
andhamakāsi,andham+akāsi
andhandhaṃ,andha+andhaṃ
andhasuttaṃ,andha+suttaṃ
andhatamaṃ,andha+tamaṃ
andhavanasmiṃ,andha+vanasmiṃ
andhavanaṃ,andha+vanaṃ
andhavane,andha+vane
andhaveṇi,andha+veṇi
andhañca,andhañ+ca
andhībhūtasmiṃ,andhī+bhūtasmiṃ
andūtipi,andū+ti+pi
anekabhāvo,aneka+bhāvo
anekabyañjanaṃ,aneka+byañjanaṃ
anekabyañjano,aneka+byañjano
anekadhātu,aneka+dhātu
anekadhātunānādhātulokaṃ,aneka+dhātu+nānā+dhātu+lokaṃ
anekadhātunānādhātusmiṃ,aneka+dhātu+nānā+dhātusmiṃ
anekadhātupaṭisambhidā,aneka+dhātu+paṭisambhidā
anekadhātupaṭivedho,aneka+dhātu+paṭivedho
anekadhātupaṭivedhāya,aneka+dhātu+paṭivedhāya
anekadhātuṃ,aneka+dhātuṃ
anekadhātūsu,aneka+dhātūsu
anekaggacitto,anekagga+citto
anekapariyāyena,aneka+pariyāyena
anekapariyāyenapi,aneka+pariyāyena+pi
anekapariyāyenāvuso,aneka+pariyāyena+āvuso
anekaratano,aneka+ratano
anekasahassaṃ,aneka+sahassaṃ
anekasambhārā,aneka+sambhārā
anekasataparivāre,aneka+sata+parivāre
anekasatavaṇṇo,aneka+sata+vaṇṇo
anekasataṃ,aneka+sataṃ
anekasatā,aneka+satā
anekasatāya,aneka+satāya
anekasārīrikaṃ,aneka+sārīrikaṃ
anekasūpaṃ,aneka+sūpaṃ
anekasūpo,aneka+sūpo
anekavassagaṇiko,aneka+vassa+gaṇiko
anekavassagaṇikā,aneka+vassa+gaṇikā
anekavaṇṇo,aneka+vaṇṇo
anekavidhaṃ,aneka+vidhaṃ
anekavidhā,aneka+vidhā
anekavihitampi,aneka+vihitam+pi
anekavihitaṃ,aneka+vihitaṃ
anekavihite,aneka+vihite
anekavihitesu,aneka+vihitesu
anekavihitā,aneka+vihitā
anekavihitānaṃ,aneka+vihitānaṃ
anekavihitāni,aneka+vihitāni
anekepi,aneke+pi
anekākāravokāraṃ,aneka+ākāra+vokāraṃ
anekānañca,anekānañ+ca
anekānipi,anekāni+pi
anelamūgo,anela+amūgo
aneḷamūgo,an+eḷa+mūgo,aneḷa+mūgo
aneḷamūgā,aneḷa+mūgā
anibbiddhapubbaṃ,anibbiddha+pubbaṃ
anibbānasaṃvattanikaṃ,anibbāna+saṃvattanikaṃ
anibbānasaṃvattaniko,anibbāna+saṃvattaniko
anibbānasaṃvattanikā,anibbāna+saṃvattanikā
aniccadassāvī,a+nicca+dassāvī
aniccadhammasuttaṃ,anicca+dhamma+suttaṃ
aniccadhammo,anicca+dhammo
aniccadukkhaanattapahānaṃ,anicca+dukkha+anatta+pahānaṃ
aniccadukkhaanattato,anicca+dukkha+anattato
aniccanibbānasappāyasuttaṃ,anicca+nibbāna+sappāya+suttaṃ
aniccanti,aniccan+ti
aniccapaṭisaṃvedī,anicca+paṭisaṃvedī
aniccasambhūtaṃ,anicca+sambhūtaṃ
aniccasambhūtā,anicca+sambhūtā
aniccasaññaṃ,anicca+saññaṃ
aniccasaññino,anicca+saññino
aniccasaññā,anicca+saññā
aniccasaññāparicitañca,anicca+saññā+paricitañ+ca
aniccasaññāsuttaṃ,anicca+saññā+suttaṃ
aniccasaññī,anicca+saññī
aniccasuttaṃ,anicca+suttaṃ
aniccatāti,aniccatā+ti
aniccatāye,aniccatā+ye
aniccavaggaṃ,anicca+vaggaṃ
aniccavaggena,anicca+vaggena
aniccavaggo,anicca+vaggo
aniccaññeva,aniccaññ+eva
aniccaṃyeva,aniccaṃ+yeva
anicceyeva,anicce+yeva
anicchāsaññā,anicchā+saññā
aniccoti,anicco+ti
aniccucchādana,anicca+ucchādana
aniccucchādanaparimaddanabhedana,anicca+ucchādana+parimaddana+bhedana
aniccucchādanaparimaddanabhedanaviddhaṃsanadhammassa,anicca+ucchādana+parimaddana+bhedana+viddhaṃsana+dhammassa
aniccucchādanaparimaddanabhedanaviddhaṃsanadhammo,anicca+ucchādana+parimaddana+bhedana+viddhaṃsana+dhammo
aniccādisuttanavakaṃ,anicca+ādi+sutta+navakaṃ
aniccāti,aniccā+ti
anidassanaappaṭighaṃ,anidassana+appaṭighaṃ
anidassanasappaṭighaṃ,anidassana+sappaṭighaṃ
aniddhantakasāvaṃ,aniddhanta+kasāvaṃ
anijjhattibalā,a+nijjhatti+balā
anikaṭṭhacitto,anikaṭṭha+citto
aniketasārī,a+niketa+sārī
anikkhittadhuro,anikkhitta+dhuro
animittapañhāsuttaṃ,animitta+pañhā+suttaṃ
animittavihāriṃ,animitta+vihāriṃ
animittañca,animittañ+ca
anindārosissa,a+nindā+rosissa
anirākatajjhāno,anirākata+jhāno
anissaravikappī,anissara+vikappī
anissaraṇadassino,anissaraṇa+dassino
anissaraṇapañño,a+nissaraṇa+pañño,anissaraṇa+pañño
anissaraṇapaññā,a+nissaraṇa+paññā
anissukīsuttaṃ,anissukī+suttaṃ
aniṭṭharūpaññeva,aniṭṭha+rūpaññ+eva
aniṭṭharūpaṃyeva,aniṭṭha+rūpaṃ+yeva
aniṭṭhaṅgatatā,aniṭṭhaṅ+gatatā
aniṭṭhaṅgato,aniṭṭhaṅ+gato
annadapānavatthadaṃ,anna+da+pāna+vattha+daṃ
annaggarasaggānaṃ,anna+agga+rasa+aggānaṃ
annakathaṃ,anna+kathaṃ
annakathā,anna+kathā
annapānavatthadadaṃ,anna+pāna+vattha+dadaṃ
annapānena,anna+pānena
annasuttaṃ,anna+suttaṃ
annaṭṭhikassa,anna+aṭṭhikassa
anodhijinassa,an+odhi+jinassa
anohitasoto,anohita+soto
anokamāgamma,anokam+āgamma
anokasārī,anoka+sārī
anomanikkamo,anoma+nikkamo
anomanāmaṃ,anoma+nāmaṃ
anomasuttaṃ,anoma+suttaṃ
anottappamūlakasuttaṃ,anottappa+mūlaka+suttaṃ
anottappamūlakā,anottappa+mūlakā
anottappañca,anottappañ+ca
anottappīsuttaṃ,anottappī+suttaṃ
antaggāhikāya,anta+gāhikāya
antaguṇampi,anta+guṇam+pi,antaguṇam+pi
antaguṇaṃ,anta+guṇaṃ
antakaro,anta+karo
antakiriyaṃ,anta+kiriyaṃ
antakiriyāya,anta+kiriyāya
antakiriyāyā,anta+kiriyāyā
antalikkhacaro,antalikkha+caro
antalikkhacarā,antalikkha+carā
antalikkhagā,antalikkha+gā
antalikkhecarā,antalikkhe+carā
antamakāsi,antam+akāsi
antamantāneva,anta+antāni+eva
antamidaṃ,antam+idaṃ
antampi,antam+pi
antamāgamma,antam+āgamma
antaracaro,antara+caro
antaragharaṃ,antara+gharaṃ
antaraghare,antara+ghare
antarahitañca,antarahitañ+ca
antarapeyyālaṃ,antara+peyyālaṃ
antarapeyyālesu,antara+peyyālesu
antarapeyyālo,antara+peyyālo
antarapeyyālā,antara+peyyālā
antarasatthimhi,antara+satthimhi
antaraṭṭhako,antara+aṭṭhako
antaraṭṭhakā,antara+aṭṭhakā
antarākathā,antarā+kathā
antarāmaggato,antarā+maggato
antarāmagge,antarā+magge
antarāparinibbāyissa,antarā+parinibbāyissa
antarāparinibbāyī,antarā+parinibbāyī
antarāpaṇaṃ,antara+āpaṇaṃ
antarāvosānaṃ,antarā+vosānaṃ
antarāyakaraṃ,antarāya+karaṃ
antarāyakaro,antarāya+karo
antarāyakarā,antarāya+karā
antarāyamakāsi,antarāyam+akāsi
antarāyeva,antarā+yeva
antasaññī,anta+saññī
antassa,anto+assa
antasuttaṃ,anta+suttaṃ
antavaggo,anta+vaggo
antavāsuttaṃ,antavā+suttaṃ
antepuradvāragataṃ,antepura+dvāra+gataṃ
antepuradvāraṃ,antepura+dvāraṃ
antepuradvāre,antepura+dvāre
antepuradvārā,antepura+dvārā
antevāsikamyatā,antevāsi+kamyatā
antevāsikasuttaṃ,antevāsika+suttaṃ
antevāsīvāsaṃ,antevāsī+vāsaṃ
antimadehadhārī,antima+deha+dhārī
antimadehinaṃ,antima+dehinaṃ
antimapuriso,antima+puriso
antimapurisā,antima+purisā
antimasārīrassa,antima+sārīrassa
antimasārīro,antima+sārīro
antogadhā,anto+ogadhā
antogatehi,anto+gatehi
antojanasmiṃ,anto+janasmiṃ
antojanassa,anto+janassa
antojano,anto+jano
antojaṭā,anto+jaṭā
antokasambu,anto+kasambu
antokumbhiyā,anto+kumbhiyā
antonimuggaposīni,anto+nimugga+posīni
antoparisoko,anto+parisoko
antopūti,anto+pūti
antopūtibhāvo,anto+pūti+bhāvo
antopūtibhāvoti,anto+pūti+bhāvo+ti
antopūtikassa,anto+pūtikassa
antopūtiṃ,anto+pūtiṃ
antopūtīni,anto+pūtīni
antosoko,anto+soko
anubuddhasuttaṃ,anubuddha+suttaṃ
